EmployeeID,Age,Gender,Department,JobRole,EducationLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,TrainingTimesLastYear,OverTime,MonthlyIncome,DistanceFromHome,Attrition
10232,34,Female,R&D,Analyst,1,4,2,3,4,7,3,0,No,10086,4,No
10233,38,Male,HR,Engineer,1,4,1,2,3,8,1,2,Yes,9762,1,Yes
10234,35,Female,Marketing,Engineer,2,3,1,1,2,12,8,1,No,9128,7,Yes
10235,51,Female,IT,Executive,2,2,1,2,3,9,2,2,Yes,17206,8,Yes
10236,43,Female,R&D,Coordinator,5,3,2,4,2,12,2,1,No,9968,29,No
10237,50,Male,Sales,Analyst,3,3,3,1,3,4,8,5,Yes,19550,22,No
10238,23,Male,IT,Engineer,3,3,2,1,3,14,7,0,No,15403,13,No
10239,29,Female,Operations,Engineer,1,3,3,4,1,19,3,1,Yes,8038,28,Yes
10240,35,Male,HR,Analyst,2,3,3,2,3,6,9,2,No,3324,12,No
10241,55,Male,HR,Executive,4,1,4,3,4,11,3,4,No,3852,27,No
10242,34,Female,HR,Analyst,5,3,4,2,2,19,0,3,No,10412,29,No
10243,31,Male,R&D,Executive,2,3,3,3,3,15,0,0,No,18041,26,No
10244,29,Female,R&D,Executive,1,3,2,3,3,1,8,3,Yes,7262,17,No
10245,28,Male,HR,Specialist,1,4,3,2,3,9,0,2,No,14946,7,No
10246,34,Female,HR,Executive,3,3,3,4,4,8,1,5,No,12263,26,No
10247,47,Female,Sales,Specialist,1,3,3,3,1,19,6,3,No,10942,18,No
10248,53,Female,Finance,Coordinator,1,1,1,2,2,2,1,4,Yes,3542,19,Yes
10249,40,Male,IT,Manager,4,3,3,1,3,10,3,4,No,18286,11,No
10250,36,Female,IT,Executive,5,2,1,3,2,9,9,4,No,5106,21,No
10251,23,Male,Sales,Analyst,4,2,3,2,2,12,1,2,Yes,17495,6,No
10252,58,Female,HR,Specialist,3,3,2,3,3,1,2,4,Yes,5076,10,No
10253,40,Male,Marketing,Manager,2,4,4,2,1,15,5,5,Yes,6862,26,No
10254,54,Female,R&D,Coordinator,3,3,4,2,1,7,6,0,No,4735,27,No
10255,54,Female,R&D,Manager,1,3,1,3,2,19,1,4,No,19863,22,Yes
10256,22,Male,HR,Executive,5,1,3,1,1,9,8,2,Yes,14880,13,No
10257,49,Female,Finance,Analyst,1,3,2,1,1,16,1,4,No,7079,23,No
10258,38,Female,Operations,Executive,5,2,1,3,3,17,3,3,Yes,4532,6,Yes
10259,27,Male,Operations,Engineer,5,3,2,2,1,19,4,4,No,19979,13,No
10260,41,Male,Sales,Manager,5,2,3,1,3,9,7,2,No,14473,24,No
10261,34,Female,IT,Engineer,2,1,4,2,1,1,3,3,No,11743,9,Yes
10262,33,Female,Finance,Engineer,3,3,3,3,4,1,0,1,No,13722,14,No
10263,51,Male,Operations,Specialist,2,4,3,2,4,9,6,0,Yes,9578,12,No
10264,42,Female,Finance,Engineer,2,2,3,1,3,1,8,4,No,14149,23,No
10265,23,Female,R&D,Manager,2,2,4,1,4,13,4,2,No,8859,27,No
10266,39,Male,R&D,Manager,4,2,4,3,2,18,1,0,No,15167,23,No
10267,49,Female,Marketing,Analyst,4,3,1,3,2,8,8,5,No,17698,19,Yes
10268,25,Female,Finance,Executive,4,3,1,3,3,15,2,3,Yes,7679,2,No
10269,27,Male,HR,Analyst,2,2,1,2,1,2,1,2,No,10857,28,No
10270,59,Female,Operations,Analyst,1,3,4,1,3,10,3,4,Yes,5720,7,No
10271,30,Female,Operations,Executive,4,3,4,3,1,11,3,4,No,9574,16,No
10272,41,Female,R&D,Manager,4,3,3,1,1,6,9,1,No,19122,26,No
10273,51,Female,Marketing,Specialist,2,2,3,1,2,4,4,5,No,5844,23,No
10274,58,Female,Marketing,Engineer,3,3,2,4,2,19,0,5,No,6859,27,No
10275,59,Male,IT,Specialist,1,3,2,1,1,1,9,5,No,7015,20,No
10276,25,Female,Sales,Engineer,5,4,1,1,3,3,0,0,No,5486,7,Yes
10277,59,Female,Operations,Executive,5,3,3,3,4,16,9,4,No,19620,16,No
10278,34,Male,R&D,Executive,1,2,3,3,3,17,6,5,No,13660,7,No
10279,56,Female,Marketing,Analyst,2,4,2,2,1,1,4,3,No,11517,11,No
10280,51,Female,R&D,Coordinator,3,4,1,3,4,8,9,3,No,11015,14,No
10281,25,Female,Finance,Coordinator,3,2,3,1,3,17,5,5,No,6262,7,No
10282,46,Male,Finance,Executive,5,4,2,2,2,11,6,3,No,4338,25,No
10283,52,Female,IT,Engineer,3,4,1,2,1,9,0,3,No,14702,11,No
10284,33,Male,Finance,Coordinator,5,3,1,3,4,6,4,0,No,12501,13,No
10285,36,Male,Sales,Specialist,4,2,1,4,3,2,7,1,No,12823,1,Yes
10286,47,Female,Marketing,Specialist,2,3,2,4,1,17,2,1,No,15266,9,No
10287,31,Male,Operations,Specialist,3,1,3,3,1,1,1,2,Yes,9543,20,No
10288,33,Male,Sales,Coordinator,2,3,2,4,2,2,1,5,Yes,18828,20,No
10289,43,Male,Marketing,Specialist,4,3,3,1,3,14,3,0,No,17805,4,No
10290,42,Male,Sales,Analyst,1,3,3,3,1,8,6,2,No,18692,5,No
10291,56,Female,Finance,Coordinator,1,3,3,2,1,2,1,4,No,12540,28,No
10292,28,Female,IT,Specialist,1,4,4,4,3,5,5,2,Yes,18766,1,No
10293,39,Female,R&D,Engineer,5,4,4,1,4,10,6,3,Yes,14610,20,No
10294,48,Female,HR,Analyst,5,3,4,1,3,1,8,5,No,8315,12,No
10295,56,Male,R&D,Analyst,1,2,1,4,3,16,6,1,No,19912,22,No
10296,23,Female,R&D,Coordinator,4,2,3,2,3,2,0,1,No,9263,4,No
10297,53,Female,R&D,Analyst,5,3,1,2,1,6,7,1,No,14329,21,Yes
10298,36,Male,R&D,Executive,1,4,2,2,3,9,2,0,Yes,12299,1,No
10299,45,Female,Sales,Analyst,2,3,3,2,1,18,6,3,No,17985,10,No
10300,41,Male,Finance,Engineer,1,3,4,3,1,2,5,2,No,12056,25,No
10301,31,Female,Finance,Coordinator,1,1,2,2,3,19,2,4,No,19711,7,No
10302,45,Female,R&D,Coordinator,2,3,4,3,2,0,1,0,No,5183,8,No
10303,45,Female,HR,Specialist,5,2,2,2,2,9,3,4,No,4320,8,No
10304,45,Male,Operations,Executive,2,4,3,2,2,12,0,0,No,7826,26,No
10305,55,Female,R&D,Specialist,5,3,3,2,1,7,9,3,Yes,8472,24,No
10306,32,Female,R&D,Manager,4,2,1,3,1,14,9,0,Yes,12561,27,No
10307,47,Male,HR,Executive,5,3,4,2,4,0,6,4,Yes,4395,20,No
10308,22,Female,Sales,Engineer,3,1,4,3,2,11,2,0,No,14216,8,No
10309,51,Female,R&D,Executive,5,3,3,1,3,2,1,3,No,15233,25,No
10310,39,Male,HR,Analyst,3,2,1,1,4,5,4,1,Yes,11992,3,Yes
10311,47,Male,Sales,Executive,5,4,1,2,4,9,6,0,Yes,6734,28,Yes
10312,30,Female,Sales,Analyst,2,1,4,4,1,5,0,4,No,17449,7,No
10313,30,Male,IT,Specialist,5,3,3,4,3,16,0,5,No,5520,11,No
10314,22,Male,Marketing,Executive,1,3,4,4,1,6,9,4,No,12328,7,No
10315,28,Male,Marketing,Executive,5,3,3,2,2,13,7,0,No,14217,6,No
10316,37,Female,IT,Engineer,2,2,4,2,2,1,4,3,No,15095,18,Yes
10317,59,Female,IT,Manager,2,3,3,2,3,13,7,2,No,5047,19,No
10318,32,Male,R&D,Executive,5,3,1,1,4,5,2,1,No,10552,23,No
10319,46,Male,Marketing,Specialist,5,4,1,3,3,0,1,3,No,14435,11,Yes
10320,50,Female,Sales,Analyst,5,3,4,2,1,17,6,2,No,17843,26,No
10321,40,Male,R&D,Specialist,4,2,1,4,1,5,5,4,No,14231,8,Yes
10322,39,Male,R&D,Coordinator,3,1,4,1,4,17,3,0,No,16683,27,No
10323,50,Female,Finance,Coordinator,5,1,1,3,1,3,6,4,No,8776,15,Yes
10324,37,Female,Operations,Engineer,5,3,4,2,1,13,8,0,No,8066,28,No
10325,29,Female,Operations,Coordinator,3,2,1,4,3,2,8,5,Yes,7090,28,No
10326,55,Male,Finance,Executive,1,2,3,1,2,13,2,1,No,4098,14,No
10327,27,Male,Marketing,Manager,4,2,1,2,3,4,0,0,Yes,12046,27,No
10328,51,Male,R&D,Manager,4,3,3,4,3,13,3,4,Yes,6856,13,No
10329,55,Female,HR,Executive,1,3,1,2,4,18,9,5,No,19994,23,Yes
10330,42,Male,Sales,Manager,3,3,1,1,4,7,0,2,No,16647,8,No
10331,33,Female,Finance,Specialist,3,1,3,2,4,4,6,2,No,12266,3,No
10332,27,Female,IT,Analyst,2,2,2,2,2,9,1,2,No,13494,23,No
10333,27,Male,Finance,Executive,3,4,4,1,3,12,7,0,No,6798,12,No
10334,25,Female,Finance,Coordinator,4,1,2,2,3,5,4,3,No,5438,22,No
10335,30,Male,Marketing,Analyst,2,2,1,3,1,19,9,4,No,14986,3,Yes
10336,26,Male,Marketing,Manager,5,3,4,4,3,9,0,4,Yes,17571,3,No
10337,31,Female,Finance,Engineer,5,2,4,2,4,12,1,3,No,9775,20,No
10338,29,Male,Operations,Analyst,5,2,4,1,4,19,3,5,No,8539,11,No
10339,44,Female,R&D,Engineer,2,3,4,2,3,9,2,2,No,10719,1,No
10340,25,Female,Finance,Specialist,4,1,3,4,3,0,4,2,No,16457,22,Yes
10341,58,Female,Finance,Engineer,3,3,2,2,3,3,3,5,No,4735,16,No
10342,28,Male,Finance,Analyst,2,3,2,2,3,12,1,5,No,13981,27,No
10343,27,Male,HR,Analyst,4,1,3,4,1,5,8,4,No,19542,29,No
10344,36,Male,HR,Executive,3,1,2,4,4,7,6,0,Yes,7582,26,No
10345,56,Female,Sales,Coordinator,1,3,1,3,1,8,4,0,No,8046,4,Yes
10346,53,Female,R&D,Engineer,4,4,4,2,4,8,3,1,No,11912,10,No
10347,35,Male,Finance,Specialist,1,3,1,1,4,13,9,2,Yes,14863,26,Yes
10348,56,Female,Sales,Executive,5,3,1,1,2,0,4,5,Yes,18244,12,Yes
10349,32,Male,Marketing,Executive,5,1,2,1,4,4,1,5,Yes,8052,18,No
10350,31,Male,IT,Specialist,4,3,3,1,4,16,7,4,No,15182,25,No
10351,38,Male,Sales,Executive,1,2,3,4,3,5,1,0,No,3538,21,No
10352,34,Male,IT,Specialist,2,3,1,2,3,16,7,1,No,9233,20,No
10353,55,Female,IT,Manager,3,3,4,3,1,4,4,3,No,9954,11,No
10354,26,Male,R&D,Executive,5,1,1,1,2,1,3,0,No,12366,20,No
10355,31,Female,HR,Analyst,5,3,4,4,4,17,6,0,Yes,18242,28,No
10356,53,Female,R&D,Manager,5,3,4,2,4,5,0,4,No,6532,16,No
10357,33,Male,Sales,Executive,5,3,1,4,3,13,6,2,No,17711,20,Yes
10358,34,Male,IT,Specialist,4,3,1,3,1,0,9,5,Yes,19382,15,Yes
10359,42,Female,R&D,Manager,4,3,2,3,1,10,4,4,No,12583,29,No
10360,54,Male,HR,Coordinator,1,2,4,1,3,9,5,3,No,13106,5,No
10361,53,Female,Sales,Manager,2,4,1,2,3,14,4,2,No,17014,19,No
10362,33,Female,R&D,Analyst,1,2,2,2,4,8,6,4,No,15518,23,No
10363,56,Female,Marketing,Executive,2,2,4,4,2,6,0,0,Yes,13030,22,No
10364,57,Female,Marketing,Executive,4,2,1,4,1,11,1,4,No,3152,17,No
10365,59,Male,Finance,Specialist,5,4,4,4,1,7,5,2,Yes,19598,4,No
10366,49,Male,Finance,Manager,1,1,4,2,3,9,6,1,Yes,14513,21,No
10367,34,Male,R&D,Analyst,2,3,3,2,3,1,7,1,Yes,4722,19,No
10368,33,Female,R&D,Specialist,3,2,2,1,1,13,3,3,Yes,6508,1,Yes
10369,43,Male,IT,Coordinator,2,3,3,3,2,8,2,4,Yes,11121,4,No
10370,23,Female,Marketing,Specialist,1,2,3,3,4,0,8,0,No,19511,11,Yes
10371,50,Female,IT,Analyst,4,3,3,1,4,15,1,5,No,14813,15,No
10372,34,Female,HR,Executive,5,1,1,3,1,4,9,3,No,12514,27,Yes
10373,56,Male,Sales,Analyst,3,3,3,3,2,7,0,3,No,8494,22,No
10374,34,Male,R&D,Executive,1,3,3,4,4,19,5,3,No,15076,11,No
10375,55,Female,Sales,Engineer,4,1,4,1,4,0,2,2,No,17367,21,No
10376,40,Male,Finance,Manager,2,2,3,1,2,16,6,5,No,10752,7,No
10377,30,Female,Sales,Analyst,4,2,4,3,2,6,7,1,No,10733,26,No
10378,52,Male,Operations,Coordinator,4,3,2,1,1,10,1,2,No,3279,20,No
10379,54,Male,Marketing,Coordinator,5,2,4,4,3,6,6,1,No,7608,2,No
10380,48,Male,HR,Specialist,1,4,1,4,3,6,9,4,No,11766,25,No
10381,23,Female,Marketing,Executive,4,4,3,2,4,3,4,5,No,16248,14,No
10382,36,Male,HR,Manager,2,2,1,2,1,19,4,2,No,16449,6,Yes
10383,40,Male,Sales,Coordinator,2,2,2,4,2,0,4,0,No,14796,5,Yes
10384,52,Female,HR,Manager,5,4,1,4,1,14,4,4,Yes,6086,1,No
10385,37,Male,Sales,Analyst,4,2,4,3,3,1,9,2,No,8967,5,No
10386,36,Female,Sales,Specialist,2,3,3,1,2,8,4,0,No,8548,28,No
10387,27,Male,Finance,Coordinator,2,3,4,2,1,13,6,4,No,11968,24,No
10388,35,Female,Marketing,Analyst,5,3,1,4,4,15,7,4,No,10890,13,No
10389,48,Female,Sales,Specialist,4,4,4,1,1,16,3,0,No,8337,10,No
10390,59,Male,HR,Engineer,5,3,1,4,1,6,6,5,No,19344,15,Yes
10391,40,Female,Operations,Analyst,4,3,1,4,2,1,8,5,No,8295,19,No
10392,58,Female,R&D,Executive,2,3,1,4,2,5,1,0,No,8651,21,Yes
10393,25,Male,HR,Analyst,1,2,1,3,4,2,8,3,No,3158,12,No
10394,47,Male,Operations,Analyst,2,3,2,3,4,5,5,2,No,3395,3,No
10395,30,Male,HR,Coordinator,1,3,3,1,1,5,8,5,No,9617,12,No
10396,36,Male,Operations,Engineer,4,1,4,1,3,7,6,1,No,9782,26,No
10397,58,Female,HR,Coordinator,4,4,4,1,3,7,4,5,No,8168,8,No
10398,25,Female,R&D,Engineer,3,3,4,2,4,8,4,0,No,7399,12,No
10399,47,Male,Finance,Coordinator,4,2,1,3,2,14,0,1,Yes,17252,22,No
10400,39,Male,Finance,Analyst,4,2,1,3,3,16,2,5,No,10076,26,Yes
10401,56,Male,R&D,Specialist,3,3,3,2,4,3,5,3,No,6161,14,No
10402,50,Male,HR,Engineer,1,1,3,2,1,0,1,5,Yes,4311,7,Yes
10403,45,Female,Marketing,Engineer,4,4,3,2,2,5,5,1,No,7677,11,No
10404,25,Female,Operations,Specialist,5,4,4,3,1,18,4,0,No,19533,3,No
10405,42,Female,Sales,Manager,4,3,3,1,1,4,0,5,No,15367,19,No
10406,28,Female,HR,Engineer,4,3,1,1,2,10,2,2,No,16971,4,Yes
10407,44,Female,R&D,Engineer,2,4,3,3,1,9,0,1,No,17476,27,No
10408,42,Male,IT,Specialist,4,2,2,4,3,8,6,4,No,19834,9,No
10409,22,Male,Finance,Specialist,4,3,1,3,1,15,6,5,No,12266,12,Yes
10410,46,Female,Finance,Analyst,5,2,2,1,1,18,0,1,No,10359,15,No
10411,52,Female,HR,Analyst,3,3,3,2,3,17,7,3,No,15076,7,No
10412,59,Male,Operations,Manager,3,3,2,4,4,12,6,3,No,16203,20,No
10413,26,Female,Marketing,Manager,3,1,1,2,2,6,2,0,No,11710,15,Yes
10414,52,Female,Marketing,Manager,2,4,4,3,2,16,1,2,No,6183,10,No
10415,22,Female,R&D,Executive,4,3,1,3,3,8,8,1,No,19556,29,No
10416,51,Female,R&D,Specialist,1,4,1,3,1,9,6,5,Yes,12387,16,No
10417,39,Male,Operations,Engineer,1,4,1,4,3,19,5,0,No,8513,19,No
10418,29,Female,Operations,Specialist,5,3,2,3,2,12,4,2,No,18057,24,No
10419,47,Female,Marketing,Specialist,2,4,1,1,2,15,4,3,Yes,17982,26,No
10420,36,Female,HR,Manager,2,2,1,4,4,3,2,1,Yes,18220,4,Yes
10421,40,Female,Marketing,Specialist,4,3,1,1,1,9,4,0,No,12180,11,Yes
10422,31,Female,HR,Executive,1,2,3,3,3,0,7,1,No,12632,23,No
10423,45,Male,IT,Coordinator,2,3,2,1,1,7,1,1,No,13260,19,No
10424,37,Male,Finance,Engineer,5,3,3,2,2,19,2,4,Yes,17382,13,No
10425,52,Male,Finance,Coordinator,1,4,1,2,2,17,2,3,No,16939,13,No
10426,37,Female,Operations,Manager,2,3,3,3,1,4,5,5,No,6042,8,No
10427,37,Female,Sales,Analyst,4,3,4,2,1,10,0,2,No,15077,18,No
10428,49,Male,Sales,Coordinator,4,2,1,3,2,18,4,3,No,7571,4,Yes
10429,41,Male,Sales,Engineer,4,4,3,1,3,8,8,0,No,16415,22,No
10430,56,Female,R&D,Coordinator,4,3,1,4,2,14,0,5,No,11803,6,No
10431,30,Female,HR,Analyst,1,3,4,3,1,4,5,3,No,12812,15,No
10432,31,Male,Operations,Analyst,1,4,1,2,3,4,6,0,No,19768,20,Yes
10433,39,Female,Finance,Specialist,2,4,1,4,4,11,0,3,No,15800,14,No
10434,36,Female,Sales,Engineer,5,3,3,3,1,8,5,0,No,16625,5,No
10435,51,Male,Finance,Executive,3,4,1,4,1,4,3,0,Yes,18917,22,No
10436,53,Female,HR,Specialist,3,3,4,1,4,9,3,1,No,11350,9,No
10437,48,Female,IT,Analyst,4,3,4,1,4,5,5,4,No,11660,8,No
10438,48,Female,IT,Coordinator,2,3,3,4,3,9,9,5,Yes,9741,12,No
10439,40,Male,Operations,Engineer,3,2,1,3,2,5,9,4,Yes,16806,27,Yes
10440,31,Female,Sales,Specialist,3,3,2,4,4,19,7,1,Yes,7930,5,No
10441,27,Female,Sales,Engineer,3,3,1,2,1,9,2,4,No,4124,23,Yes
10442,45,Male,IT,Coordinator,3,4,2,3,1,8,6,5,Yes,6832,2,Yes
10443,30,Female,Operations,Manager,3,3,1,4,2,2,9,2,No,13961,26,Yes
10444,48,Female,Finance,Executive,2,3,4,3,2,10,3,1,No,9333,12,No
10445,28,Female,HR,Executive,3,3,4,2,3,10,2,4,No,9637,1,No
10446,27,Male,IT,Executive,3,1,1,3,2,3,2,5,No,7020,9,No
10447,54,Male,IT,Analyst,2,3,1,4,2,16,5,1,No,17668,26,Yes
10448,42,Female,HR,Analyst,1,3,4,4,1,8,9,1,No,3236,1,No
10449,59,Male,HR,Executive,1,4,1,4,1,5,7,1,No,3874,15,No
10450,38,Male,IT,Engineer,1,3,1,1,2,10,0,4,Yes,3325,2,Yes
10451,52,Male,Finance,Manager,3,3,3,1,3,18,3,5,No,16341,3,No
10452,58,Male,Finance,Analyst,2,2,3,2,4,17,0,4,No,6911,27,No
10453,32,Male,Sales,Coordinator,1,1,3,1,4,7,7,5,No,4767,8,No
10454,49,Male,Finance,Specialist,4,3,2,1,3,13,4,2,No,19320,6,No
10455,26,Male,R&D,Specialist,4,4,4,2,1,18,2,1,Yes,17227,22,No
10456,33,Male,Operations,Analyst,2,4,1,3,4,15,7,4,Yes,7456,23,No
10457,24,Male,Finance,Executive,3,3,4,3,3,2,8,2,No,7853,9,No
10458,59,Female,HR,Engineer,1,3,1,2,4,12,4,3,Yes,4732,12,Yes
10459,23,Male,Finance,Manager,3,2,1,2,3,16,0,2,No,10636,20,No
10460,47,Male,Sales,Specialist,1,2,4,4,1,18,5,4,Yes,14565,8,No
10461,23,Female,Marketing,Analyst,5,4,2,3,2,4,4,3,No,10379,4,No
10462,33,Female,Operations,Engineer,5,4,2,1,2,15,5,0,No,18549,15,No
10463,23,Female,Operations,Executive,3,2,2,4,1,13,3,4,Yes,16789,13,Yes
10464,37,Female,HR,Manager,4,3,2,3,1,18,6,2,No,5976,11,No
10465,51,Male,Operations,Manager,3,3,3,1,1,19,4,3,Yes,7636,13,Yes
10466,57,Male,R&D,Specialist,1,1,4,1,2,3,6,1,No,18356,13,No
10467,25,Male,Operations,Specialist,3,4,2,2,3,5,9,2,No,10604,20,No
10468,32,Female,IT,Coordinator,3,2,2,1,2,8,1,4,No,8483,7,No
10469,45,Male,HR,Analyst,1,4,2,2,2,7,2,2,No,12812,13,No
10470,39,Male,Operations,Manager,4,4,2,1,1,11,0,1,No,14282,4,No
10471,48,Female,Finance,Executive,5,3,3,3,3,10,2,0,Yes,12379,16,No
10472,58,Female,Sales,Executive,1,4,1,1,4,6,7,2,No,6348,23,No
10473,23,Female,IT,Analyst,3,1,2,3,2,7,4,4,No,5789,4,No
10474,36,Female,IT,Manager,2,3,3,2,3,9,8,3,Yes,14712,7,No
10475,32,Female,Finance,Specialist,3,3,3,4,4,2,0,0,No,10891,6,No
10476,48,Male,Marketing,Coordinator,3,3,3,2,3,5,4,0,No,19713,23,No
10477,44,Female,IT,Executive,2,3,1,4,1,10,1,1,No,19256,1,Yes
10478,56,Female,R&D,Engineer,3,3,4,1,3,3,7,0,Yes,11271,11,No
10479,51,Male,R&D,Analyst,2,2,2,3,2,11,1,0,Yes,16752,28,No
10480,45,Male,Sales,Executive,3,4,1,1,4,2,8,0,No,8874,16,No
10481,40,Male,Sales,Engineer,4,4,3,2,4,9,5,5,No,14438,13,No
10482,50,Female,Sales,Engineer,5,3,1,3,4,6,9,4,No,15163,24,Yes
10483,34,Female,Sales,Executive,4,4,4,2,3,1,8,0,No,19336,17,No
10484,44,Male,Operations,Analyst,1,2,3,4,4,11,1,5,No,6154,20,No
10485,33,Male,IT,Engineer,1,2,4,2,4,13,8,5,No,19788,25,No
10486,50,Female,Finance,Engineer,3,4,4,1,1,6,3,2,Yes,17029,26,No
10487,27,Male,R&D,Manager,1,4,3,1,2,16,2,0,No,3524,22,No
10488,44,Male,Operations,Coordinator,1,3,2,1,4,14,3,1,Yes,3520,16,No
10489,52,Male,Sales,Coordinator,3,3,4,4,3,17,7,0,No,10377,12,No
10490,42,Male,HR,Coordinator,3,3,3,1,2,4,6,2,Yes,14244,19,No
10491,45,Female,HR,Manager,5,3,1,2,4,10,5,1,No,6005,17,Yes
10492,29,Female,Finance,Coordinator,2,3,1,4,2,7,0,4,No,17500,22,Yes
10493,30,Female,R&D,Manager,3,2,4,2,4,13,1,1,No,14129,11,No
10494,43,Male,Marketing,Engineer,5,1,3,3,4,1,9,2,No,3382,14,No
10495,25,Female,R&D,Engineer,4,3,4,1,4,19,1,1,Yes,13386,1,No
10496,34,Female,Finance,Analyst,1,2,2,3,1,6,7,3,No,9671,3,No
10497,55,Male,Marketing,Specialist,2,4,1,1,2,7,4,2,No,17496,14,No
10498,24,Male,Sales,Manager,4,4,2,4,1,3,4,1,Yes,9485,13,No
10499,58,Female,Sales,Coordinator,3,3,4,4,1,9,5,0,Yes,11946,24,No
10500,49,Male,IT,Specialist,4,2,2,3,3,13,2,1,No,13063,21,No
10501,47,Male,R&D,Manager,5,3,2,3,4,14,1,0,No,5915,29,No
10502,55,Female,R&D,Coordinator,3,3,4,1,1,9,2,5,No,10314,20,No
10503,36,Female,R&D,Manager,3,2,4,4,3,15,4,3,No,9395,10,No
10504,29,Female,Marketing,Coordinator,2,3,4,1,2,2,9,4,Yes,11755,3,No
10505,56,Male,Sales,Analyst,5,3,2,2,2,1,8,2,No,7013,28,No
10506,45,Male,HR,Analyst,1,4,3,2,1,0,4,4,Yes,10185,10,No
10507,58,Male,Finance,Executive,4,3,3,1,3,10,5,1,Yes,9231,10,No
10508,25,Male,Finance,Manager,2,3,3,1,4,15,9,5,No,9845,26,No
10509,33,Male,Operations,Manager,2,4,2,1,2,11,2,5,No,15610,22,No
10510,40,Male,Operations,Manager,3,3,1,1,3,4,4,3,No,5500,4,Yes
10511,36,Female,HR,Analyst,4,4,1,3,2,19,3,1,No,15718,7,Yes
10512,51,Female,R&D,Coordinator,2,2,4,3,4,14,6,3,No,18358,8,No
10513,58,Male,HR,Manager,3,3,3,3,3,16,7,4,No,7638,15,No
10514,33,Female,Marketing,Executive,3,1,1,3,4,7,0,5,No,19269,29,Yes
10515,40,Female,Marketing,Engineer,5,3,3,2,1,18,2,3,No,17737,8,No
10516,55,Female,Operations,Executive,3,4,2,1,4,18,8,1,No,8155,6,No
10517,28,Male,IT,Coordinator,1,4,4,3,2,11,0,3,No,14925,21,No
10518,49,Female,Operations,Engineer,5,4,4,3,1,6,7,0,No,7174,23,No
10519,49,Female,Finance,Analyst,5,3,4,4,4,5,1,5,No,13809,25,No
10520,50,Male,Marketing,Coordinator,1,2,4,4,1,1,9,5,No,19791,10,No
10521,58,Male,HR,Specialist,1,2,4,1,4,2,9,0,No,7813,24,No
10522,41,Male,Sales,Coordinator,2,2,4,3,3,8,4,3,No,11334,5,No
10523,32,Female,Operations,Analyst,2,3,4,3,1,10,2,3,Yes,14824,28,No
10524,44,Female,Finance,Specialist,1,3,3,2,4,17,6,3,No,10164,3,No
10525,41,Female,R&D,Engineer,2,3,1,3,1,15,1,3,No,9293,13,Yes
10526,41,Male,HR,Specialist,1,4,3,1,4,9,7,3,No,6468,11,No
10527,32,Male,Operations,Engineer,1,3,3,4,4,15,0,0,No,6201,7,No
10528,23,Male,Sales,Coordinator,3,2,1,4,1,8,5,2,Yes,3220,16,Yes
10529,34,Female,Operations,Specialist,2,2,3,3,1,19,2,4,No,11943,15,No
10530,34,Female,Sales,Engineer,5,4,4,2,3,1,0,0,No,8604,23,No
10531,36,Female,HR,Coordinator,5,4,3,2,3,17,9,3,Yes,3225,24,No
10532,52,Male,IT,Specialist,2,2,4,1,1,15,0,2,No,15234,28,No
10533,44,Male,Sales,Engineer,2,4,1,2,2,19,2,2,Yes,17229,10,No
10534,43,Female,Sales,Executive,2,3,3,3,4,13,5,5,No,17126,27,No
10535,37,Female,Finance,Manager,2,4,2,1,1,11,6,5,No,5166,6,No
10536,50,Female,IT,Executive,3,3,3,3,1,3,3,4,No,10596,27,No
10537,41,Male,HR,Analyst,1,4,1,1,4,16,2,1,Yes,12191,7,Yes
10538,49,Female,Operations,Specialist,2,3,2,2,2,19,2,5,Yes,15508,12,No
10539,48,Male,IT,Coordinator,2,2,4,2,2,19,3,1,No,4858,18,No
10540,50,Female,R&D,Engineer,1,1,2,3,1,6,2,5,No,11396,13,No
10541,26,Female,HR,Executive,1,3,4,4,3,3,3,1,No,17291,13,No
10542,59,Female,IT,Executive,1,1,1,2,3,14,5,1,No,9838,14,Yes
10543,59,Female,HR,Coordinator,4,2,4,4,2,13,8,0,No,8950,26,No
10544,23,Female,R&D,Engineer,5,2,1,3,4,19,9,0,No,12311,16,Yes
10545,41,Female,Operations,Specialist,2,3,3,2,1,0,9,3,No,7943,18,No
10546,34,Female,Marketing,Coordinator,3,3,2,2,1,8,6,2,Yes,16186,16,Yes
10547,47,Female,Finance,Analyst,3,4,2,4,1,3,6,0,Yes,19920,12,No
10548,56,Female,IT,Analyst,1,4,2,3,4,19,6,5,No,10635,29,No
10549,29,Female,Operations,Coordinator,3,4,4,4,4,8,4,0,No,9850,13,No
10550,49,Male,R&D,Analyst,5,3,1,2,1,8,6,4,Yes,13797,6,Yes
10551,36,Male,Operations,Engineer,2,4,3,1,1,11,7,0,No,10512,17,No
10552,29,Female,HR,Executive,3,3,1,2,4,15,6,1,No,11283,23,No
10553,32,Female,Finance,Coordinator,5,4,2,4,2,4,2,0,Yes,5307,22,No
10554,50,Male,Sales,Analyst,5,2,4,1,3,16,9,1,Yes,7993,19,No
10555,26,Male,IT,Executive,4,4,3,4,2,5,8,5,No,11391,8,No
10556,28,Male,Operations,Coordinator,4,2,3,1,2,8,9,5,Yes,11043,17,No
